sessao_id,ciclista_id,data,dia_semana,hora_entrada,faixa_hora_entrada,hora_saida,faixa_hora_saida,duracao_min,suspeita_saida_nao_registrada
USO_000056,CICL_7ac6e0f628,2026-05-04,Segunda,07:03,7,13:20,13,377.1,N
USO_000057,CICL_26e60d17b6,2026-05-04,Segunda,07:03,7,09:05,9,1561.4,S
USO_000058,CICL_4675a0e8af,2026-05-04,Segunda,07:03,7,08:21,8,77.8,N
USO_000059,CICL_2171481bb4,2026-05-04,Segunda,07:04,7,10:11,10,187.4,N
USO_000060,CICL_f73a73114f,2026-05-04,Segunda,07:04,7,12:39,12,335.4,N
USO_000061,CICL_2d16370d2c,2026-05-04,Segunda,07:04,7,09:02,9,118.3,N
USO_000062,CICL_9cb71ef52d,2026-05-04,Segunda,07:05,7,08:47,8,102.6,N
USO_000063,CICL_996875b6e6,2026-05-04,Segunda,07:05,7,12:04,12,299.7,N
USO_000064,CICL_a678b05487,2026-05-04,Segunda,07:05,7,10:48,10,223.3,N
USO_000065,CICL_0f55aaa93c,2026-05-04,Segunda,07:05,7,12:30,12,325.2,N
USO_000066,CICL_69c9d54f23,2026-05-04,Segunda,07:06,7,09:08,9,121.8,N
USO_000067,CICL_0739437f48,2026-05-04,Segunda,07:06,7,09:05,9,118.9,N
USO_000068,CICL_e06a286e25,2026-05-04,Segunda,07:06,7,09:13,9,126.8,N
USO_000069,CICL_7b16965782,2026-05-04,Segunda,07:07,7,10:50,10,222.8,N
USO_000070,CICL_9531df8770,2026-05-04,Segunda,07:07,7,13:05,13,357.9,N
USO_000071,CICL_608e71a73a,2026-05-04,Segunda,07:07,7,11:49,11,281.7,N
USO_000072,CICL_bcd4737f0e,2026-05-04,Segunda,07:08,7,10:57,10,229.7,N
USO_000073,CICL_9061973df6,2026-05-04,Segunda,07:08,7,12:45,12,337.5,N
USO_000074,CICL_a2f42b25a6,2026-05-04,Segunda,07:08,7,06:59,6,20151.1,S
USO_000075,CICL_10f63a3031,2026-05-04,Segunda,07:08,7,13:03,13,354.7,N
USO_000076,CICL_53c30854bf,2026-05-04,Segunda,07:08,7,12:14,12,305.8,N
USO_000077,CICL_6d0bfb1fbf,2026-05-04,Segunda,07:08,7,15:50,15,521.5,N
USO_000078,CICL_2c4976c453,2026-05-04,Segunda,07:09,7,12:42,12,333.1,N
USO_000079,CICL_23b2c3af7c,2026-05-04,Segunda,07:09,7,12:48,12,339.1,N
USO_000080,CICL_89b462ad90,2026-05-04,Segunda,07:09,7,12:49,12,339.2,N
USO_000081,CICL_43498f5dbf,2026-05-04,Segunda,07:10,7,14:59,14,468.6,N
USO_000082,CICL_1561f10963,2026-05-04,Segunda,07:10,7,10:55,10,224.9,N
USO_000083,CICL_bbb449f0ec,2026-05-04,Segunda,07:10,7,19:08,19,717.2,N
USO_000084,CICL_fd8ace4afd,2026-05-04,Segunda,07:11,7,12:50,12,338.8,N
USO_000085,CICL_dac92684d2,2026-05-04,Segunda,07:11,7,09:00,9,1548.9,S
USO_000086,CICL_fcec5a9d7d,2026-05-04,Segunda,07:11,7,10:14,10,183.3,N
USO_000087,CICL_6f2fb1cefe,2026-05-04,Segunda,07:11,7,10:36,10,204.4,N
USO_000088,CICL_d21aca7249,2026-05-04,Segunda,07:11,7,13:01,13,349.6,N
USO_000089,CICL_15777a1d38,2026-05-04,Segunda,07:12,7,08:41,8,89.6,N
USO_000090,CICL_48118f426f,2026-05-04,Segunda,07:12,7,09:02,9,110.1,N
USO_000091,CICL_5c6f6d6004,2026-05-04,Segunda,07:12,7,13:08,13,355.9,N
USO_000092,CICL_6bb0e414d8,2026-05-04,Segunda,07:13,7,12:55,12,341.7,N
USO_000093,CICL_90cf1151b8,2026-05-04,Segunda,07:13,7,09:01,9,107.4,N
USO_000094,CICL_dbf779a8b6,2026-05-04,Segunda,07:13,7,09:04,9,110.8,N
USO_000095,CICL_09eefb8165,2026-05-04,Segunda,07:14,7,18:26,18,672.2,N
USO_000096,CICL_5a27570653,2026-05-04,Segunda,07:15,7,12:05,12,290.3,N
USO_000097,CICL_1388ad7eba,2026-05-04,Segunda,07:15,7,18:15,18,659.6,N
USO_000098,CICL_4639e6e0c9,2026-05-04,Segunda,07:15,7,13:12,13,356.6,N
USO_000099,CICL_7a001728ff,2026-05-04,Segunda,07:15,7,08:47,8,91.1,N
USO_000100,CICL_e79424aa6d,2026-05-04,Segunda,07:17,7,11:20,11,243.8,N
USO_000101,CICL_1c90c86a5f,2026-05-04,Segunda,07:17,7,11:55,11,278.5,N
USO_000102,CICL_5968833eca,2026-05-04,Segunda,07:17,7,09:14,9,116.8,N
USO_000103,CICL_5cb6a4e027,2026-05-04,Segunda,07:17,7,12:50,12,333.6,N
USO_000104,CICL_c2697d0db2,2026-05-04,Segunda,07:17,7,08:55,8,98.0,N
USO_000105,CICL_2b5b617576,2026-05-04,Segunda,07:18,7,12:16,12,298.4,N
USO_000106,CICL_fd4dcb53f2,2026-05-04,Segunda,07:18,7,17:03,17,585.2,N
USO_000107,CICL_68fb8f0d84,2026-05-04,Segunda,07:19,7,09:01,9,101.3,N
USO_000108,CICL_38095d0cbd,2026-05-04,Segunda,07:19,7,08:38,8,79.0,N
USO_000109,CICL_4f25aee0da,2026-05-04,Segunda,07:20,7,12:23,12,303.1,N
USO_000110,CICL_c4b77d6bf1,2026-05-04,Segunda,07:21,7,18:50,18,688.9,N
USO_000111,CICL_3598b0dd82,2026-05-04,Segunda,07:22,7,09:06,9,104.3,N
USO_000112,CICL_47c5641655,2026-05-04,Segunda,07:22,7,14:56,14,453.8,N
USO_000113,CICL_42a4e1a65b,2026-05-04,Segunda,07:22,7,13:41,13,378.3,N
USO_000114,CICL_11958505b2,2026-05-04,Segunda,07:23,7,10:53,10,209.5,N
USO_000115,CICL_1beb08cbcc,2026-05-04,Segunda,07:24,7,13:03,13,339.2,N
USO_000116,CICL_d5da1a9b10,2026-05-04,Segunda,07:24,7,11:10,11,225.7,N
USO_000117,CICL_5c7fff5519,2026-05-04,Segunda,07:25,7,08:59,8,93.8,N
USO_000118,CICL_6bb53a8fae,2026-05-04,Segunda,07:25,7,11:03,11,217.9,N
USO_000119,CICL_7f0a702afe,2026-05-04,Segunda,07:27,7,14:37,14,429.9,N
USO_000120,CICL_330fd3a05f,2026-05-04,Segunda,07:27,7,10:55,10,208.2,N
USO_000121,CICL_11717c041f,2026-05-04,Segunda,07:27,7,09:06,9,1539.0,S
USO_000122,CICL_83ff6c1607,2026-05-04,Segunda,07:27,7,11:36,11,249.1,N
USO_000123,CICL_6a91b3e812,2026-05-04,Segunda,07:28,7,10:54,10,206.3,N
USO_000124,CICL_3556eaa0d3,2026-05-04,Segunda,07:28,7,20:08,20,759.4,N
USO_000125,CICL_ce61c2e13c,2026-05-04,Segunda,07:29,7,11:01,11,211.8,N
USO_000126,CICL_1eeaff1fb1,2026-05-04,Segunda,07:29,7,08:48,8,79.0,N
USO_000127,CICL_f2ae17df7b,2026-05-04,Segunda,07:29,7,12:31,12,302.1,N
USO_000128,CICL_0fb0c05fe4,2026-05-04,Segunda,07:30,7,12:58,12,328.0,N
USO_000129,CICL_d82d77aaaf,2026-05-04,Segunda,07:31,7,09:51,9,139.8,N
USO_000130,CICL_f20baed93f,2026-05-04,Segunda,07:32,7,09:04,9,92.5,N
USO_000131,CICL_3037d7352b,2026-05-04,Segunda,07:32,7,16:43,16,551.5,N
USO_000132,CICL_24563e671e,2026-05-04,Segunda,07:32,7,12:40,12,308.0,N
USO_000133,CICL_7a9a12fec3,2026-05-04,Segunda,07:33,7,11:14,11,220.6,N
USO_000134,CICL_aee4faa381,2026-05-04,Segunda,07:34,7,11:08,11,214.2,N
USO_000135,CICL_f84bd2a2a2,2026-05-04,Segunda,07:34,7,16:16,16,521.8,N
USO_000136,CICL_fe059d9d3d,2026-05-04,Segunda,07:34,7,18:04,18,630.1,N
USO_000137,CICL_b7828521fb,2026-05-04,Segunda,07:34,7,18:59,18,685.3,N
USO_000138,CICL_71e1f31017,2026-05-04,Segunda,07:37,7,11:14,11,216.7,N
USO_000139,CICL_3fe3a43231,2026-05-04,Segunda,07:37,7,08:38,8,61.1,N
USO_000140,CICL_ac907dba28,2026-05-04,Segunda,07:40,7,07:43,7,3.2,N
USO_000141,CICL_4c10b6eb83,2026-05-04,Segunda,07:43,7,08:51,8,68.1,N
USO_000142,CICL_4d05bfb95e,2026-05-04,Segunda,07:44,7,07:05,7,1401.3,S
USO_000143,CICL_b6b869ce7b,2026-05-04,Segunda,07:44,7,12:57,12,313.1,N
USO_000144,CICL_2184dc4924,2026-05-04,Segunda,07:45,7,12:29,12,283.7,N
USO_000145,CICL_d724f411c8,2026-05-04,Segunda,07:45,7,11:55,11,249.2,N
USO_000146,CICL_84503e6c98,2026-05-04,Segunda,07:46,7,10:06,10,140.3,N
USO_000147,CICL_b3e3bc3879,2026-05-04,Segunda,07:46,7,13:06,13,319.9,N
USO_000148,CICL_65c8331e79,2026-05-04,Segunda,07:48,7,17:34,17,586.3,N
USO_000149,CICL_5c842b28ff,2026-05-04,Segunda,07:49,7,15:11,15,442.1,N
USO_000150,CICL_9a25c34842,2026-05-04,Segunda,07:49,7,14:03,14,374.1,N
USO_000151,CICL_e54ca7c173,2026-05-04,Segunda,07:50,7,17:37,17,586.8,N
USO_000152,CICL_47a79a6610,2026-05-04,Segunda,07:55,7,09:01,9,65.9,N
USO_000153,CICL_dbe11826fc,2026-05-04,Segunda,07:58,7,15:12,15,434.1,N
USO_000154,CICL_1b4964bb7c,2026-05-04,Segunda,07:59,7,15:25,15,446.6,N
USO_000155,CICL_22c414e969,2026-05-04,Segunda,07:59,7,18:13,18,613.6,N
USO_000156,CICL_849029775b,2026-05-04,Segunda,07:59,7,07:21,7,1401.9,S
USO_000157,CICL_8616e600e9,2026-05-04,Segunda,08:04,8,13:03,13,299.2,N
USO_000158,CICL_07046b8c3c,2026-05-04,Segunda,08:06,8,10:13,10,127.0,N
USO_000159,CICL_5e524c9b8e,2026-05-04,Segunda,08:07,8,14:53,14,405.8,N
USO_000160,CICL_ac171218b7,2026-05-04,Segunda,08:08,8,11:54,11,225.4,N
USO_000161,CICL_1697bd9dec,2026-05-04,Segunda,08:09,8,22:36,22,866.5,S
USO_000162,CICL_f998cd6b2c,2026-05-04,Segunda,08:10,8,08:13,8,1443.0,S
USO_000163,CICL_fb70e22207,2026-05-04,Segunda,08:11,8,12:09,12,237.8,N
USO_000164,CICL_94eb6be138,2026-05-04,Segunda,08:13,8,10:59,10,165.9,N
USO_000165,CICL_3db41d413d,2026-05-04,Segunda,08:15,8,08:16,8,0.7,N
USO_000166,CICL_2503392525,2026-05-04,Segunda,08:16,8,11:05,11,169.8,N
USO_000167,CICL_3db41d413d,2026-05-04,Segunda,08:18,8,16:15,16,477.0,N
USO_000168,CICL_aa7d88d445,2026-05-04,Segunda,08:18,8,16:56,16,517.4,N
USO_000169,CICL_4e1a89124e,2026-05-04,Segunda,08:20,8,10:57,10,157.0,N
USO_000170,CICL_1fbecab6f0,2026-05-04,Segunda,08:21,8,18:00,18,579.8,N
USO_000171,CICL_60413050de,2026-05-04,Segunda,08:23,8,09:57,9,93.3,N
USO_000172,CICL_36df7c61b6,2026-05-04,Segunda,08:24,8,10:18,10,113.8,N
USO_000173,CICL_581c051ede,2026-05-04,Segunda,08:26,8,19:02,19,635.7,N
USO_000174,CICL_828500598d,2026-05-04,Segunda,08:27,8,12:43,12,256.0,N
USO_000175,CICL_1ab06fba27,2026-05-04,Segunda,08:27,8,10:21,10,114.8,N
USO_000176,CICL_60e6933aaf,2026-05-04,Segunda,08:28,8,12:25,12,236.9,N
USO_000177,CICL_cbfaa42b06,2026-05-04,Segunda,08:30,8,11:48,11,198.7,N
USO_000178,CICL_ec53380721,2026-05-04,Segunda,08:30,8,12:35,12,245.3,N
USO_000179,CICL_55d8d3a77d,2026-05-04,Segunda,08:32,8,11:54,11,202.6,N
USO_000180,CICL_d642e7fb43,2026-05-04,Segunda,08:32,8,10:07,10,94.9,N
USO_000181,CICL_b6f341ef30,2026-05-04,Segunda,08:34,8,15:10,15,396.0,N
USO_000182,CICL_5307006e3f,2026-05-04,Segunda,08:34,8,11:56,11,201.5,N
USO_000183,CICL_6aa6996c34,2026-05-04,Segunda,08:37,8,14:53,14,376.3,N
USO_000184,CICL_2bc828f424,2026-05-04,Segunda,08:38,8,13:31,13,293.6,N
USO_000185,CICL_6752ff4d4c,2026-05-04,Segunda,08:41,8,10:54,10,133.3,N
USO_000186,CICL_1da7630905,2026-05-04,Segunda,08:42,8,12:05,12,203.6,N
USO_000187,CICL_f2954b4fef,2026-05-04,Segunda,08:43,8,12:31,12,227.6,N
USO_000188,CICL_a31114c086,2026-05-04,Segunda,08:44,8,12:01,12,197.1,N
USO_000189,CICL_6ca4e8c2ac,2026-05-04,Segunda,08:44,8,09:52,9,67.5,N
USO_000190,CICL_e94d1e98b3,2026-05-04,Segunda,08:46,8,12:17,12,211.4,N
USO_000191,CICL_82a9f3bbb0,2026-05-04,Segunda,08:46,8,12:39,12,233.4,N
USO_000192,CICL_fc3b3492e5,2026-05-04,Segunda,08:46,8,13:08,13,261.5,N
USO_000193,CICL_f2fc9a927a,2026-05-04,Segunda,08:46,8,10:48,10,121.5,N
USO_000194,CICL_2cbae6cb27,2026-05-04,Segunda,08:46,8,10:38,10,112.0,N
USO_000195,CICL_18c680814e,2026-05-04,Segunda,08:46,8,10:37,10,110.5,N
USO_000196,CICL_ce24efb8d0,2026-05-04,Segunda,08:47,8,16:35,16,467.8,N
USO_000197,CICL_802aaab44c,2026-05-04,Segunda,08:48,8,14:09,14,321.3,N
USO_000198,CICL_1ddb3c8faf,2026-05-04,Segunda,08:49,8,13:01,13,252.1,N
USO_000199,CICL_d556def3d2,2026-05-04,Segunda,08:50,8,12:39,12,229.4,N
USO_000200,CICL_86ead0208e,2026-05-04,Segunda,08:50,8,13:31,13,281.0,N
USO_000201,CICL_bea3dfd55e,2026-05-04,Segunda,08:52,8,10:47,10,115.1,N
USO_000202,CICL_93efd17367,2026-05-04,Segunda,08:52,8,12:32,12,219.8,N
USO_000203,CICL_11e82fda09,2026-05-04,Segunda,08:52,8,15:13,15,380.7,N
USO_000204,CICL_11180b4b90,2026-05-04,Segunda,08:52,8,16:49,16,476.1,N
USO_000205,CICL_5491ad41b8,2026-05-04,Segunda,08:53,8,09:09,9,1456.2,S
USO_000206,CICL_1575ad33d3,2026-05-04,Segunda,08:53,8,14:16,14,322.4,N
USO_000207,CICL_2247d7eeb7,2026-05-04,Segunda,08:53,8,08:46,8,1432.9,S
USO_000208,CICL_9b8d276c95,2026-05-04,Segunda,08:55,8,12:30,12,214.7,N
USO_000209,CICL_9f0aacc047,2026-05-04,Segunda,08:55,8,10:31,10,95.8,N
USO_000210,CICL_dfe74cb779,2026-05-04,Segunda,08:55,8,10:43,10,108.1,N
USO_000211,CICL_4af893c305,2026-05-04,Segunda,08:55,8,13:06,13,250.1,N
USO_000212,CICL_d40a3738ed,2026-05-04,Segunda,08:55,8,12:57,12,241.7,N
USO_000213,CICL_9565a30d0e,2026-05-04,Segunda,08:55,8,09:21,9,2905.5,S
USO_000214,CICL_52e28d2b3d,2026-05-04,Segunda,08:56,8,13:48,13,292.2,N
USO_000215,CICL_97e49aeb45,2026-05-04,Segunda,08:56,8,16:13,16,437.0,N
USO_000216,CICL_0b374a1604,2026-05-04,Segunda,08:56,8,12:32,12,215.9,N
USO_000217,CICL_c3ab77abbd,2026-05-04,Segunda,08:56,8,12:55,12,239.4,N
USO_000218,CICL_47f592531b,2026-05-04,Segunda,08:56,8,17:14,17,497.9,N
USO_000219,CICL_d52056b2c7,2026-05-04,Segunda,08:56,8,17:22,17,505.8,N
USO_000220,CICL_915441ff49,2026-05-04,Segunda,08:56,8,12:49,12,233.2,N
USO_000221,CICL_9482394938,2026-05-04,Segunda,08:56,8,12:41,12,224.6,N
USO_000222,CICL_01d75c44d9,2026-05-04,Segunda,08:56,8,18:13,18,556.7,N
USO_000223,CICL_46baef7ca3,2026-05-04,Segunda,08:57,8,12:12,12,195.0,N
USO_000224,CICL_aad3cfbb95,2026-05-04,Segunda,08:57,8,10:38,10,100.7,N
USO_000225,CICL_86fb1968b9,2026-05-04,Segunda,08:57,8,15:27,15,1830.0,S
USO_000226,CICL_b31acbd798,2026-05-04,Segunda,08:58,8,12:48,12,230.3,N
USO_000227,CICL_c20fd68b09,2026-05-04,Segunda,08:58,8,12:41,12,223.3,N
USO_000228,CICL_1e4da9e023,2026-05-04,Segunda,08:58,8,12:51,12,232.4,N
USO_000229,CICL_1855aa0a40,2026-05-04,Segunda,08:58,8,08:31,8,1412.2,S
USO_000230,CICL_9679bfe1e5,2026-05-04,Segunda,08:59,8,19:02,19,603.8,N
USO_000231,CICL_d1985fa022,2026-05-04,Segunda,08:59,8,12:31,12,212.4,N
USO_000232,CICL_9df4ec3284,2026-05-04,Segunda,08:59,8,12:08,12,189.5,N
USO_000233,CICL_34ee64df4a,2026-05-04,Segunda,08:59,8,10:40,10,1540.7,S
USO_000234,CICL_1cacd4c651,2026-05-04,Segunda,08:59,8,18:43,18,583.7,N
USO_000235,CICL_d2a9903668,2026-05-04,Segunda,09:00,9,19:08,19,608.8,N
USO_000236,CICL_d473b30b4e,2026-05-04,Segunda,09:00,9,11:14,11,134.4,N
USO_000237,CICL_25d2356ff6,2026-05-04,Segunda,09:00,9,14:56,14,356.0,N
USO_000238,CICL_8df30d357b,2026-05-04,Segunda,09:00,9,10:32,10,91.7,N
USO_000239,CICL_105938b06e,2026-05-04,Segunda,09:01,9,19:31,19,630.0,N
USO_000240,CICL_06fb36bf61,2026-05-04,Segunda,09:01,9,12:13,12,192.1,N
USO_000241,CICL_c0d8fa5cbd,2026-05-04,Segunda,09:01,9,13:00,13,238.9,N
USO_000242,CICL_2985a54409,2026-05-04,Segunda,09:02,9,13:11,13,249.4,N
USO_000243,CICL_8ef6030080,2026-05-04,Segunda,09:02,9,13:28,13,266.4,N
USO_000244,CICL_793b256cd4,2026-05-04,Segunda,09:02,9,20:47,20,705.2,N
USO_000245,CICL_a07338dcfd,2026-05-04,Segunda,09:02,9,10:17,10,74.3,N
USO_000246,CICL_2379c5ae72,2026-05-04,Segunda,09:02,9,12:46,12,223.8,N
USO_000247,CICL_316991216a,2026-05-04,Segunda,09:03,9,19:04,19,601.9,N
USO_000248,CICL_35419418ee,2026-05-04,Segunda,09:03,9,13:01,13,238.1,N
USO_000249,CICL_4f48f0e855,2026-05-04,Segunda,09:03,9,10:08,10,65.0,N
USO_000250,CICL_60607e782b,2026-05-04,Segunda,09:03,9,16:12,16,429.8,N
USO_000251,CICL_a70d38fc65,2026-05-04,Segunda,09:03,9,12:56,12,233.2,N
USO_000252,CICL_a5bae89475,2026-05-04,Segunda,09:03,9,10:39,10,96.3,N
USO_000253,CICL_2edd389b8c,2026-05-04,Segunda,09:04,9,11:25,11,141.3,N
USO_000254,CICL_2f3c5e2948,2026-05-04,Segunda,09:04,9,09:20,9,33135.7,S
USO_000255,CICL_6e10489dae,2026-05-04,Segunda,09:04,9,11:01,11,117.4,N
USO_000256,CICL_0fe184ee19,2026-05-04,Segunda,09:04,9,12:51,12,226.5,N
USO_000257,CICL_419a3928fe,2026-05-04,Segunda,09:04,9,18:22,18,557.5,N
USO_000258,CICL_f20baed93f,2026-05-04,Segunda,09:04,9,09:04,9,0.1,N
USO_000259,CICL_1df2a047e3,2026-05-04,Segunda,09:05,9,10:31,10,86.7,N
USO_000260,CICL_a0e5524de6,2026-05-04,Segunda,09:05,9,13:11,13,246.1,N
USO_000261,CICL_6d3ef4697d,2026-05-04,Segunda,09:05,9,18:41,18,576.3,N
USO_000262,CICL_241631cea9,2026-05-04,Segunda,09:05,9,16:55,16,469.4,N
USO_000263,CICL_f13e1e5b55,2026-05-04,Segunda,09:06,9,16:50,16,464.3,N
USO_000264,CICL_dbf779a8b6,2026-05-04,Segunda,09:06,9,09:06,9,0.1,N
USO_000265,CICL_1fc4095f87,2026-05-04,Segunda,09:06,9,12:36,12,210.0,N
USO_000266,CICL_c06d5cfbf5,2026-05-04,Segunda,09:06,9,11:09,11,123.0,N
USO_000267,CICL_9e51eb2aca,2026-05-04,Segunda,09:06,9,11:05,11,118.2,N
USO_000268,CICL_727becdf09,2026-05-04,Segunda,09:06,9,15:02,15,355.9,N
USO_000269,CICL_6c9f3ba091,2026-05-04,Segunda,09:07,9,10:19,10,72.5,N
USO_000270,CICL_a2d49389e2,2026-05-04,Segunda,09:07,9,12:47,12,219.7,N
USO_000271,CICL_89a9fb2695,2026-05-04,Segunda,09:07,9,12:39,12,212.1,N
USO_000272,CICL_ffd723fff4,2026-05-04,Segunda,09:07,9,12:40,12,212.3,N
USO_000273,CICL_c21c048bb9,2026-05-04,Segunda,09:07,9,12:59,12,231.2,N
USO_000274,CICL_6a4c80f8a1,2026-05-04,Segunda,09:07,9,17:14,17,486.6,N
USO_000275,CICL_ea0bc3eebc,2026-05-04,Segunda,09:08,9,15:48,15,400.9,N
USO_000276,CICL_ccb29d6a25,2026-05-04,Segunda,09:08,9,16:56,16,467.9,N
USO_000277,CICL_27c0a38e0e,2026-05-04,Segunda,09:08,9,12:58,12,230.8,N
USO_000278,CICL_f97546e501,2026-05-04,Segunda,09:08,9,12:19,12,190.5,N
USO_000279,CICL_34a419450d,2026-05-04,Segunda,09:10,9,12:36,12,206.3,N
USO_000280,CICL_e9d6b584fe,2026-05-04,Segunda,09:10,9,12:04,12,174.1,N
USO_000281,CICL_114ba66fc4,2026-05-04,Segunda,09:10,9,12:19,12,189.6,N
USO_000282,CICL_25b2f810ca,2026-05-04,Segunda,09:10,9,13:46,13,275.8,N
USO_000283,CICL_7cb7dd078d,2026-05-04,Segunda,09:11,9,16:44,16,453.3,N
USO_000284,CICL_83684cf1c0,2026-05-04,Segunda,09:11,9,10:44,10,93.1,N
USO_000285,CICL_2c9e51bae8,2026-05-04,Segunda,09:11,9,12:06,12,175.4,N
USO_000286,CICL_ee3e05c96b,2026-05-04,Segunda,09:12,9,12:05,12,173.2,N
USO_000287,CICL_1e13b294d7,2026-05-04,Segunda,09:12,9,10:59,10,107.0,N
USO_000288,CICL_89c5592683,2026-05-04,Segunda,09:12,9,12:50,12,218.4,N
USO_000289,CICL_46b812a6ae,2026-05-04,Segunda,09:13,9,19:04,19,590.6,N
